a.id	b.id	relation	bidirectional	detectionMethod	pmid	a.organism	b.organism	a.name	a.idType	b.name	b.idType	cellType	a.modification	a.cellularComponent	b.modification	b.cellularComponent	provider	comment
367	55	psi-mi:MI:0407(direct interaction)	FALSE	psi-mi:MI:0402(chromatin immunoprecipitation assay)	22955619	9606	9606	AR	entrezGeneID	ACPP	entrezGeneID	NA	NA	NA	NA	NA	gerstein.2012	NA
367	551	psi-mi:MI:0407(direct interaction)	FALSE	psi-mi:MI:0402(chromatin immunoprecipitation assay)	22955619	9606	9606	AR	entrezGeneID	AVP	entrezGeneID	NA	NA	NA	NA	NA	gerstein.2012	NA
367	900	psi-mi:MI:0407(direct interaction)	FALSE	psi-mi:MI:0402(chromatin immunoprecipitation assay)	22955619	9606	9606	AR	entrezGeneID	CCNG1	entrezGeneID	NA	NA	NA	NA	NA	gerstein.2012	NA
367	1893	psi-mi:MI:0407(direct interaction)	FALSE	psi-mi:MI:0402(chromatin immunoprecipitation assay)	22955619	9606	9606	AR	entrezGeneID	ECM1	entrezGeneID	NA	NA	NA	NA	NA	gerstein.2012	NA
367	2002	psi-mi:MI:0407(direct interaction)	FALSE	psi-mi:MI:0402(chromatin immunoprecipitation assay)	22955619	9606	9606	AR	entrezGeneID	ELK1	entrezGeneID	NA	NA	NA	NA	NA	gerstein.2012	NA
367	2158	psi-mi:MI:0407(direct interaction)	FALSE	psi-mi:MI:0402(chromatin immunoprecipitation assay)	22955619	9606	9606	AR	entrezGeneID	F9	entrezGeneID	NA	NA	NA	NA	NA	gerstein.2012	NA
367	2258	psi-mi:MI:0407(direct interaction)	FALSE	psi-mi:MI:0402(chromatin immunoprecipitation assay)	22955619	9606	9606	AR	entrezGeneID	FGF13	entrezGeneID	NA	NA	NA	NA	NA	gerstein.2012	NA
367	2247	psi-mi:MI:0407(direct interaction)	FALSE	psi-mi:MI:0402(chromatin immunoprecipitation assay)	22955619	9606	9606	AR	entrezGeneID	FGF2	entrezGeneID	NA	NA	NA	NA	NA	gerstein.2012	NA
367	2253	psi-mi:MI:0407(direct interaction)	FALSE	psi-mi:MI:0402(chromatin immunoprecipitation assay)	22955619	9606	9606	AR	entrezGeneID	FGF8	entrezGeneID	NA	NA	NA	NA	NA	gerstein.2012	NA
367	2274	psi-mi:MI:0407(direct interaction)	FALSE	psi-mi:MI:0402(chromatin immunoprecipitation assay)	22955619	9606	9606	AR	entrezGeneID	FHL2	entrezGeneID	NA	NA	NA	NA	NA	gerstein.2012	NA
367	3169	psi-mi:MI:0407(direct interaction)	FALSE	psi-mi:MI:0402(chromatin immunoprecipitation assay)	22955619	9606	9606	AR	entrezGeneID	FOXA1	entrezGeneID	NA	NA	NA	NA	NA	gerstein.2012	NA
367	2962	psi-mi:MI:0407(direct interaction)	FALSE	psi-mi:MI:0402(chromatin immunoprecipitation assay)	22955619	9606	9606	AR	entrezGeneID	GTF2F1	entrezGeneID	NA	NA	NA	NA	NA	gerstein.2012	NA
367	3020	psi-mi:MI:0407(direct interaction)	FALSE	psi-mi:MI:0402(chromatin immunoprecipitation assay)	22955619	9606	9606	AR	entrezGeneID	H3F3A	entrezGeneID	NA	NA	NA	NA	NA	gerstein.2012	NA
367	9982	psi-mi:MI:0407(direct interaction)	FALSE	psi-mi:MI:0402(chromatin immunoprecipitation assay)	22955619	9606	9606	AR	entrezGeneID	HBP17	entrezGeneID	NA	NA	NA	NA	NA	gerstein.2012	NA
367	3224	psi-mi:MI:0407(direct interaction)	FALSE	psi-mi:MI:0402(chromatin immunoprecipitation assay)	22955619	9606	9606	AR	entrezGeneID	HOXC8	entrezGeneID	NA	NA	NA	NA	NA	gerstein.2012	NA
367	10524	psi-mi:MI:0407(direct interaction)	FALSE	psi-mi:MI:0402(chromatin immunoprecipitation assay)	22955619	9606	9606	AR	entrezGeneID	HTATIP	entrezGeneID	NA	NA	NA	NA	NA	gerstein.2012	NA
367	3454	psi-mi:MI:0407(direct interaction)	FALSE	psi-mi:MI:0402(chromatin immunoprecipitation assay)	22955619	9606	9606	AR	entrezGeneID	IFNAR1	entrezGeneID	NA	NA	NA	NA	NA	gerstein.2012	NA
367	3488	psi-mi:MI:0407(direct interaction)	FALSE	psi-mi:MI:0402(chromatin immunoprecipitation assay)	22955619	9606	9606	AR	entrezGeneID	IGFBP5	entrezGeneID	NA	NA	NA	NA	NA	gerstein.2012	NA
367	3569	psi-mi:MI:0407(direct interaction)	FALSE	psi-mi:MI:0402(chromatin immunoprecipitation assay)	22955619	9606	9606	AR	entrezGeneID	IL6	entrezGeneID	NA	NA	NA	NA	NA	gerstein.2012	NA
367	3572	psi-mi:MI:0407(direct interaction)	FALSE	psi-mi:MI:0402(chromatin immunoprecipitation assay)	22955619	9606	9606	AR	entrezGeneID	IL6ST	entrezGeneID	NA	NA	NA	NA	NA	gerstein.2012	NA
367	23415	psi-mi:MI:0407(direct interaction)	FALSE	psi-mi:MI:0402(chromatin immunoprecipitation assay)	22955619	9606	9606	AR	entrezGeneID	KCNH4	entrezGeneID	NA	NA	NA	NA	NA	gerstein.2012	NA
367	131096	psi-mi:MI:0407(direct interaction)	FALSE	psi-mi:MI:0402(chromatin immunoprecipitation assay)	22955619	9606	9606	AR	entrezGeneID	KCNH8	entrezGeneID	NA	NA	NA	NA	NA	gerstein.2012	NA
367	43847	psi-mi:MI:0407(direct interaction)	FALSE	psi-mi:MI:0402(chromatin immunoprecipitation assay)	22955619	9606	9606	AR	entrezGeneID	KLK14	entrezGeneID	NA	NA	NA	NA	NA	gerstein.2012	NA
367	55554	psi-mi:MI:0407(direct interaction)	FALSE	psi-mi:MI:0402(chromatin immunoprecipitation assay)	22955619	9606	9606	AR	entrezGeneID	KLK15	entrezGeneID	NA	NA	NA	NA	NA	gerstein.2012	NA
367	3817	psi-mi:MI:0407(direct interaction)	FALSE	psi-mi:MI:0402(chromatin immunoprecipitation assay)	22955619	9606	9606	AR	entrezGeneID	KLK2	entrezGeneID	NA	NA	NA	NA	NA	gerstein.2012	NA
367	354	psi-mi:MI:0407(direct interaction)	FALSE	psi-mi:MI:0402(chromatin immunoprecipitation assay)	22955619	9606	9606	AR	entrezGeneID	KLK3	entrezGeneID	NA	NA	NA	NA	NA	gerstein.2012	NA
367	3818	psi-mi:MI:0407(direct interaction)	FALSE	psi-mi:MI:0402(chromatin immunoprecipitation assay)	22955619	9606	9606	AR	entrezGeneID	KLKB1	entrezGeneID	NA	NA	NA	NA	NA	gerstein.2012	NA
367	3936	psi-mi:MI:0407(direct interaction)	FALSE	psi-mi:MI:0402(chromatin immunoprecipitation assay)	22955619	9606	9606	AR	entrezGeneID	LCP1	entrezGeneID	NA	NA	NA	NA	NA	gerstein.2012	NA
367	4582	psi-mi:MI:0407(direct interaction)	FALSE	psi-mi:MI:0402(chromatin immunoprecipitation assay)	22955619	9606	9606	AR	entrezGeneID	MUC1	entrezGeneID	NA	NA	NA	NA	NA	gerstein.2012	NA
367	4609	psi-mi:MI:0407(direct interaction)	FALSE	psi-mi:MI:0402(chromatin immunoprecipitation assay)	22955619	9606	9606	AR	entrezGeneID	MYC	entrezGeneID	NA	NA	NA	NA	NA	gerstein.2012	NA
367	11143	psi-mi:MI:0407(direct interaction)	FALSE	psi-mi:MI:0402(chromatin immunoprecipitation assay)	22955619	9606	9606	AR	entrezGeneID	MYST2	entrezGeneID	NA	NA	NA	NA	NA	gerstein.2012	NA
367	8648	psi-mi:MI:0407(direct interaction)	FALSE	psi-mi:MI:0402(chromatin immunoprecipitation assay)	22955619	9606	9606	AR	entrezGeneID	NCOA1	entrezGeneID	NA	NA	NA	NA	NA	gerstein.2012	NA
367	8031	psi-mi:MI:0407(direct interaction)	FALSE	psi-mi:MI:0402(chromatin immunoprecipitation assay)	22955619	9606	9606	AR	entrezGeneID	NCOA4	entrezGeneID	NA	NA	NA	NA	NA	gerstein.2012	NA
367	23054	psi-mi:MI:0407(direct interaction)	FALSE	psi-mi:MI:0402(chromatin immunoprecipitation assay)	22955619	9606	9606	AR	entrezGeneID	NCOA6	entrezGeneID	NA	NA	NA	NA	NA	gerstein.2012	NA
367	8996	psi-mi:MI:0407(direct interaction)	FALSE	psi-mi:MI:0402(chromatin immunoprecipitation assay)	22955619	9606	9606	AR	entrezGeneID	NOL3	entrezGeneID	NA	NA	NA	NA	NA	gerstein.2012	NA
367	11162	psi-mi:MI:0407(direct interaction)	FALSE	psi-mi:MI:0402(chromatin immunoprecipitation assay)	22955619	9606	9606	AR	entrezGeneID	NUDT6	entrezGeneID	NA	NA	NA	NA	NA	gerstein.2012	NA
367	1795	psi-mi:MI:0407(direct interaction)	FALSE	psi-mi:MI:0402(chromatin immunoprecipitation assay)	22955619	9606	9606	AR	entrezGeneID	PBP	entrezGeneID	NA	NA	NA	NA	NA	gerstein.2012	NA
367	5225	psi-mi:MI:0407(direct interaction)	FALSE	psi-mi:MI:0402(chromatin immunoprecipitation assay)	22955619	9606	9606	AR	entrezGeneID	PGC	entrezGeneID	NA	NA	NA	NA	NA	gerstein.2012	NA
367	5284	psi-mi:MI:0407(direct interaction)	FALSE	psi-mi:MI:0402(chromatin immunoprecipitation assay)	22955619	9606	9606	AR	entrezGeneID	PIGR	entrezGeneID	NA	NA	NA	NA	NA	gerstein.2012	NA
367	5310	psi-mi:MI:0407(direct interaction)	FALSE	psi-mi:MI:0402(chromatin immunoprecipitation assay)	22955619	9606	9606	AR	entrezGeneID	PKD1	entrezGeneID	NA	NA	NA	NA	NA	gerstein.2012	NA
367	5328	psi-mi:MI:0407(direct interaction)	FALSE	psi-mi:MI:0402(chromatin immunoprecipitation assay)	22955619	9606	9606	AR	entrezGeneID	PLAU	entrezGeneID	NA	NA	NA	NA	NA	gerstein.2012	NA
367	10957	psi-mi:MI:0407(direct interaction)	FALSE	psi-mi:MI:0402(chromatin immunoprecipitation assay)	22955619	9606	9606	AR	entrezGeneID	PNRC1	entrezGeneID	NA	NA	NA	NA	NA	gerstein.2012	NA
367	5469	psi-mi:MI:0407(direct interaction)	FALSE	psi-mi:MI:0402(chromatin immunoprecipitation assay)	22955619	9606	9606	AR	entrezGeneID	PPARBP	entrezGeneID	NA	NA	NA	NA	NA	gerstein.2012	NA
367	5473	psi-mi:MI:0407(direct interaction)	FALSE	psi-mi:MI:0402(chromatin immunoprecipitation assay)	22955619	9606	9606	AR	entrezGeneID	PPBP	entrezGeneID	NA	NA	NA	NA	NA	gerstein.2012	NA
367	692236	psi-mi:MI:0407(direct interaction)	FALSE	psi-mi:MI:0402(chromatin immunoprecipitation assay)	22955619	9606	9606	AR	entrezGeneID	PWCR1	entrezGeneID	NA	NA	NA	NA	NA	gerstein.2012	NA
367	57178	psi-mi:MI:0407(direct interaction)	FALSE	psi-mi:MI:0402(chromatin immunoprecipitation assay)	22955619	9606	9606	AR	entrezGeneID	RAI17	entrezGeneID	NA	NA	NA	NA	NA	gerstein.2012	NA
367	5914	psi-mi:MI:0407(direct interaction)	FALSE	psi-mi:MI:0402(chromatin immunoprecipitation assay)	22955619	9606	9606	AR	entrezGeneID	RARA	entrezGeneID	NA	NA	NA	NA	NA	gerstein.2012	NA
367	6047	psi-mi:MI:0407(direct interaction)	FALSE	psi-mi:MI:0402(chromatin immunoprecipitation assay)	22955619	9606	9606	AR	entrezGeneID	RNF4	entrezGeneID	NA	NA	NA	NA	NA	gerstein.2012	NA
367	7227	psi-mi:MI:0407(direct interaction)	FALSE	psi-mi:MI:0402(chromatin immunoprecipitation assay)	22955619	9606	9606	AR	entrezGeneID	TRPS1	entrezGeneID	NA	NA	NA	NA	NA	gerstein.2012	NA
367	7337	psi-mi:MI:0407(direct interaction)	FALSE	psi-mi:MI:0402(chromatin immunoprecipitation assay)	22955619	9606	9606	AR	entrezGeneID	UBE3A	entrezGeneID	NA	NA	NA	NA	NA	gerstein.2012	NA
405	8553	psi-mi:MI:0407(direct interaction)	FALSE	psi-mi:MI:0402(chromatin immunoprecipitation assay)	22955619	9606	9606	ARNT	entrezGeneID	BHLHB2	entrezGeneID	NA	NA	NA	NA	NA	gerstein.2012	NA
405	79365	psi-mi:MI:0407(direct interaction)	FALSE	psi-mi:MI:0402(chromatin immunoprecipitation assay)	22955619	9606	9606	ARNT	entrezGeneID	BHLHB3	entrezGeneID	NA	NA	NA	NA	NA	gerstein.2012	NA
405	1906	psi-mi:MI:0407(direct interaction)	FALSE	psi-mi:MI:0402(chromatin immunoprecipitation assay)	22955619	9606	9606	ARNT	entrezGeneID	EDN1	entrezGeneID	NA	NA	NA	NA	NA	gerstein.2012	NA
405	112398	psi-mi:MI:0407(direct interaction)	FALSE	psi-mi:MI:0402(chromatin immunoprecipitation assay)	22955619	9606	9606	ARNT	entrezGeneID	EGLN2	entrezGeneID	NA	NA	NA	NA	NA	gerstein.2012	NA
405	30001	psi-mi:MI:0407(direct interaction)	FALSE	psi-mi:MI:0402(chromatin immunoprecipitation assay)	22955619	9606	9606	ARNT	entrezGeneID	ERO1L	entrezGeneID	NA	NA	NA	NA	NA	gerstein.2012	NA
405	2353	psi-mi:MI:0407(direct interaction)	FALSE	psi-mi:MI:0402(chromatin immunoprecipitation assay)	22955619	9606	9606	ARNT	entrezGeneID	FOS	entrezGeneID	NA	NA	NA	NA	NA	gerstein.2012	NA
405	3091	psi-mi:MI:0407(direct interaction)	FALSE	psi-mi:MI:0402(chromatin immunoprecipitation assay)	22955619	9606	9606	ARNT	entrezGeneID	HIF1A	entrezGeneID	NA	NA	NA	NA	NA	gerstein.2012	NA
405	3952	psi-mi:MI:0407(direct interaction)	FALSE	psi-mi:MI:0402(chromatin immunoprecipitation assay)	22955619	9606	9606	ARNT	entrezGeneID	LEP	entrezGeneID	NA	NA	NA	NA	NA	gerstein.2012	NA
405	5241	psi-mi:MI:0407(direct interaction)	FALSE	psi-mi:MI:0402(chromatin immunoprecipitation assay)	22955619	9606	9606	ARNT	entrezGeneID	PGR	entrezGeneID	NA	NA	NA	NA	NA	gerstein.2012	NA
405	10857	psi-mi:MI:0407(direct interaction)	FALSE	psi-mi:MI:0402(chromatin immunoprecipitation assay)	22955619	9606	9606	ARNT	entrezGeneID	PGRMC1	entrezGeneID	NA	NA	NA	NA	NA	gerstein.2012	NA
405	7031	psi-mi:MI:0407(direct interaction)	FALSE	psi-mi:MI:0402(chromatin immunoprecipitation assay)	22955619	9606	9606	ARNT	entrezGeneID	TFF1	entrezGeneID	NA	NA	NA	NA	NA	gerstein.2012	NA
405	7037	psi-mi:MI:0407(direct interaction)	FALSE	psi-mi:MI:0402(chromatin immunoprecipitation assay)	22955619	9606	9606	ARNT	entrezGeneID	TFRC	entrezGeneID	NA	NA	NA	NA	NA	gerstein.2012	NA
466	43	psi-mi:MI:0407(direct interaction)	FALSE	psi-mi:MI:0402(chromatin immunoprecipitation assay)	22955619	9606	9606	ATF1	entrezGeneID	ACHE	entrezGeneID	NA	NA	NA	NA	NA	gerstein.2012	NA
466	155	psi-mi:MI:0407(direct interaction)	FALSE	psi-mi:MI:0402(chromatin immunoprecipitation assay)	22955619	9606	9606	ATF1	entrezGeneID	ADRB3	entrezGeneID	NA	NA	NA	NA	NA	gerstein.2012	NA
466	183	psi-mi:MI:0407(direct interaction)	FALSE	psi-mi:MI:0402(chromatin immunoprecipitation assay)	22955619	9606	9606	ATF1	entrezGeneID	AGT	entrezGeneID	NA	NA	NA	NA	NA	gerstein.2012	NA
466	189	psi-mi:MI:0407(direct interaction)	FALSE	psi-mi:MI:0402(chromatin immunoprecipitation assay)	22955619	9606	9606	ATF1	entrezGeneID	AGXT	entrezGeneID	NA	NA	NA	NA	NA	gerstein.2012	NA
466	328	psi-mi:MI:0407(direct interaction)	FALSE	psi-mi:MI:0402(chromatin immunoprecipitation assay)	22955619	9606	9606	ATF1	entrezGeneID	APEX1	entrezGeneID	NA	NA	NA	NA	NA	gerstein.2012	NA
466	360	psi-mi:MI:0407(direct interaction)	FALSE	psi-mi:MI:0402(chromatin immunoprecipitation assay)	22955619	9606	9606	ATF1	entrezGeneID	AQP3	entrezGeneID	NA	NA	NA	NA	NA	gerstein.2012	NA
466	9915	psi-mi:MI:0407(direct interaction)	FALSE	psi-mi:MI:0402(chromatin immunoprecipitation assay)	22955619	9606	9606	ATF1	entrezGeneID	ARNT2	entrezGeneID	NA	NA	NA	NA	NA	gerstein.2012	NA
466	472	psi-mi:MI:0407(direct interaction)	FALSE	psi-mi:MI:0402(chromatin immunoprecipitation assay)	22955619	9606	9606	ATF1	entrezGeneID	ATM	entrezGeneID	NA	NA	NA	NA	NA	gerstein.2012	NA
466	551	psi-mi:MI:0407(direct interaction)	FALSE	psi-mi:MI:0402(chromatin immunoprecipitation assay)	22955619	9606	9606	ATF1	entrezGeneID	AVP	entrezGeneID	NA	NA	NA	NA	NA	gerstein.2012	NA
466	596	psi-mi:MI:0407(direct interaction)	FALSE	psi-mi:MI:0402(chromatin immunoprecipitation assay)	22955619	9606	9606	ATF1	entrezGeneID	BCL2	entrezGeneID	NA	NA	NA	NA	NA	gerstein.2012	NA
466	672	psi-mi:MI:0407(direct interaction)	FALSE	psi-mi:MI:0402(chromatin immunoprecipitation assay)	22955619	9606	9606	ATF1	entrezGeneID	BRCA1	entrezGeneID	NA	NA	NA	NA	NA	gerstein.2012	NA
466	796	psi-mi:MI:0407(direct interaction)	FALSE	psi-mi:MI:0402(chromatin immunoprecipitation assay)	22955619	9606	9606	ATF1	entrezGeneID	CALCA	entrezGeneID	NA	NA	NA	NA	NA	gerstein.2012	NA
466	6352	psi-mi:MI:0407(direct interaction)	FALSE	psi-mi:MI:0402(chromatin immunoprecipitation assay)	22955619	9606	9606	ATF1	entrezGeneID	CCL5	entrezGeneID	NA	NA	NA	NA	NA	gerstein.2012	NA
466	8900	psi-mi:MI:0407(direct interaction)	FALSE	psi-mi:MI:0402(chromatin immunoprecipitation assay)	22955619	9606	9606	ATF1	entrezGeneID	CCNA1	entrezGeneID	NA	NA	NA	NA	NA	gerstein.2012	NA
466	925	psi-mi:MI:0407(direct interaction)	FALSE	psi-mi:MI:0402(chromatin immunoprecipitation assay)	22955619	9606	9606	ATF1	entrezGeneID	CD8A	entrezGeneID	NA	NA	NA	NA	NA	gerstein.2012	NA
466	983	psi-mi:MI:0407(direct interaction)	FALSE	psi-mi:MI:0402(chromatin immunoprecipitation assay)	22955619	9606	9606	ATF1	entrezGeneID	CDC2	entrezGeneID	NA	NA	NA	NA	NA	gerstein.2012	NA
466	1080	psi-mi:MI:0407(direct interaction)	FALSE	psi-mi:MI:0402(chromatin immunoprecipitation assay)	22955619	9606	9606	ATF1	entrezGeneID	CFTR	entrezGeneID	NA	NA	NA	NA	NA	gerstein.2012	NA
466	1081	psi-mi:MI:0407(direct interaction)	FALSE	psi-mi:MI:0402(chromatin immunoprecipitation assay)	22955619	9606	9606	ATF1	entrezGeneID	CGA	entrezGeneID	NA	NA	NA	NA	NA	gerstein.2012	NA
466	1113	psi-mi:MI:0407(direct interaction)	FALSE	psi-mi:MI:0402(chromatin immunoprecipitation assay)	22955619	9606	9606	ATF1	entrezGeneID	CHGA	entrezGeneID	NA	NA	NA	NA	NA	gerstein.2012	NA
466	1314	psi-mi:MI:0407(direct interaction)	FALSE	psi-mi:MI:0402(chromatin immunoprecipitation assay)	22955619	9606	9606	ATF1	entrezGeneID	COPA	entrezGeneID	NA	NA	NA	NA	NA	gerstein.2012	NA
466	1584	psi-mi:MI:0407(direct interaction)	FALSE	psi-mi:MI:0402(chromatin immunoprecipitation assay)	22955619	9606	9606	ATF1	entrezGeneID	CYP11B1	entrezGeneID	NA	NA	NA	NA	NA	gerstein.2012	NA
466	1585	psi-mi:MI:0407(direct interaction)	FALSE	psi-mi:MI:0402(chromatin immunoprecipitation assay)	22955619	9606	9606	ATF1	entrezGeneID	CYP11B2	entrezGeneID	NA	NA	NA	NA	NA	gerstein.2012	NA
466	NULL	psi-mi:MI:0407(direct interaction)	FALSE	psi-mi:MI:0402(chromatin immunoprecipitation assay)	22955619	9606	9606	ATF1	entrezGeneID	DNA TOPOISOMERASE I	entrezGeneID	NA	NA	NA	NA	NA	gerstein.2012	NA
466	1798	psi-mi:MI:0407(direct interaction)	FALSE	psi-mi:MI:0402(chromatin immunoprecipitation assay)	22955619	9606	9606	ATF1	entrezGeneID	DPAGT1	entrezGeneID	NA	NA	NA	NA	NA	gerstein.2012	NA
466	1958	psi-mi:MI:0407(direct interaction)	FALSE	psi-mi:MI:0402(chromatin immunoprecipitation assay)	22955619	9606	9606	ATF1	entrezGeneID	EGR1	entrezGeneID	NA	NA	NA	NA	NA	gerstein.2012	NA
466	2064	psi-mi:MI:0407(direct interaction)	FALSE	psi-mi:MI:0402(chromatin immunoprecipitation assay)	22955619	9606	9606	ATF1	entrezGeneID	ERBB2	entrezGeneID	NA	NA	NA	NA	NA	gerstein.2012	NA
466	2313	psi-mi:MI:0407(direct interaction)	FALSE	psi-mi:MI:0402(chromatin immunoprecipitation assay)	22955619	9606	9606	ATF1	entrezGeneID	FLI1	entrezGeneID	NA	NA	NA	NA	NA	gerstein.2012	NA
466	2314	psi-mi:MI:0407(direct interaction)	FALSE	psi-mi:MI:0402(chromatin immunoprecipitation assay)	22955619	9606	9606	ATF1	entrezGeneID	FLII	entrezGeneID	NA	NA	NA	NA	NA	gerstein.2012	NA
466	2321	psi-mi:MI:0407(direct interaction)	FALSE	psi-mi:MI:0402(chromatin immunoprecipitation assay)	22955619	9606	9606	ATF1	entrezGeneID	FLT1	entrezGeneID	NA	NA	NA	NA	NA	gerstein.2012	NA
466	2353	psi-mi:MI:0407(direct interaction)	FALSE	psi-mi:MI:0402(chromatin immunoprecipitation assay)	22955619	9606	9606	ATF1	entrezGeneID	FOS	entrezGeneID	NA	NA	NA	NA	NA	gerstein.2012	NA
466	2689	psi-mi:MI:0407(direct interaction)	FALSE	psi-mi:MI:0402(chromatin immunoprecipitation assay)	22955619	9606	9606	ATF1	entrezGeneID	GH2	entrezGeneID	NA	NA	NA	NA	NA	gerstein.2012	NA
466	64083	psi-mi:MI:0407(direct interaction)	FALSE	psi-mi:MI:0402(chromatin immunoprecipitation assay)	22955619	9606	9606	ATF1	entrezGeneID	GOLPH3	entrezGeneID	NA	NA	NA	NA	NA	gerstein.2012	NA
466	NULL	psi-mi:MI:0407(direct interaction)	FALSE	psi-mi:MI:0402(chromatin immunoprecipitation assay)	22955619	9606	9606	ATF1	entrezGeneID	HCOX-2	entrezGeneID	NA	NA	NA	NA	NA	gerstein.2012	NA
466	3135	psi-mi:MI:0407(direct interaction)	FALSE	psi-mi:MI:0402(chromatin immunoprecipitation assay)	22955619	9606	9606	ATF1	entrezGeneID	HLA-G	entrezGeneID	NA	NA	NA	NA	NA	gerstein.2012	NA
466	3309	psi-mi:MI:0407(direct interaction)	FALSE	psi-mi:MI:0402(chromatin immunoprecipitation assay)	22955619	9606	9606	ATF1	entrezGeneID	HSPA5	entrezGeneID	NA	NA	NA	NA	NA	gerstein.2012	NA
466	3398	psi-mi:MI:0407(direct interaction)	FALSE	psi-mi:MI:0402(chromatin immunoprecipitation assay)	22955619	9606	9606	ATF1	entrezGeneID	ID2	entrezGeneID	NA	NA	NA	NA	NA	gerstein.2012	NA
466	3454	psi-mi:MI:0407(direct interaction)	FALSE	psi-mi:MI:0402(chromatin immunoprecipitation assay)	22955619	9606	9606	ATF1	entrezGeneID	IFNAR1	entrezGeneID	NA	NA	NA	NA	NA	gerstein.2012	NA
466	3586	psi-mi:MI:0407(direct interaction)	FALSE	psi-mi:MI:0402(chromatin immunoprecipitation assay)	22955619	9606	9606	ATF1	entrezGeneID	IL10	entrezGeneID	NA	NA	NA	NA	NA	gerstein.2012	NA
466	3553	psi-mi:MI:0407(direct interaction)	FALSE	psi-mi:MI:0402(chromatin immunoprecipitation assay)	22955619	9606	9606	ATF1	entrezGeneID	IL1B	entrezGeneID	NA	NA	NA	NA	NA	gerstein.2012	NA
466	3569	psi-mi:MI:0407(direct interaction)	FALSE	psi-mi:MI:0402(chromatin immunoprecipitation assay)	22955619	9606	9606	ATF1	entrezGeneID	IL6	entrezGeneID	NA	NA	NA	NA	NA	gerstein.2012	NA
466	3624	psi-mi:MI:0407(direct interaction)	FALSE	psi-mi:MI:0402(chromatin immunoprecipitation assay)	22955619	9606	9606	ATF1	entrezGeneID	INHBA	entrezGeneID	NA	NA	NA	NA	NA	gerstein.2012	NA
466	3725	psi-mi:MI:0407(direct interaction)	FALSE	psi-mi:MI:0402(chromatin immunoprecipitation assay)	22955619	9606	9606	ATF1	entrezGeneID	JUN	entrezGeneID	NA	NA	NA	NA	NA	gerstein.2012	NA
466	3939	psi-mi:MI:0407(direct interaction)	FALSE	psi-mi:MI:0402(chromatin immunoprecipitation assay)	22955619	9606	9606	ATF1	entrezGeneID	LDHA	entrezGeneID	NA	NA	NA	NA	NA	gerstein.2012	NA
466	4014	psi-mi:MI:0407(direct interaction)	FALSE	psi-mi:MI:0402(chromatin immunoprecipitation assay)	22955619	9606	9606	ATF1	entrezGeneID	LOR	entrezGeneID	NA	NA	NA	NA	NA	gerstein.2012	NA
466	4056	psi-mi:MI:0407(direct interaction)	FALSE	psi-mi:MI:0402(chromatin immunoprecipitation assay)	22955619	9606	9606	ATF1	entrezGeneID	LTC4S	entrezGeneID	NA	NA	NA	NA	NA	gerstein.2012	NA
466	4261	psi-mi:MI:0407(direct interaction)	FALSE	psi-mi:MI:0402(chromatin immunoprecipitation assay)	22955619	9606	9606	ATF1	entrezGeneID	MHC2TA	entrezGeneID	NA	NA	NA	NA	NA	gerstein.2012	NA
466	4582	psi-mi:MI:0407(direct interaction)	FALSE	psi-mi:MI:0402(chromatin immunoprecipitation assay)	22955619	9606	9606	ATF1	entrezGeneID	MUC1	entrezGeneID	NA	NA	NA	NA	NA	gerstein.2012	NA
466	4628	psi-mi:MI:0407(direct interaction)	FALSE	psi-mi:MI:0402(chromatin immunoprecipitation assay)	22955619	9606	9606	ATF1	entrezGeneID	MYH10	entrezGeneID	NA	NA	NA	NA	NA	gerstein.2012	NA
466	54187	psi-mi:MI:0407(direct interaction)	FALSE	psi-mi:MI:0402(chromatin immunoprecipitation assay)	22955619	9606	9606	ATF1	entrezGeneID	NANS	entrezGeneID	NA	NA	NA	NA	NA	gerstein.2012	NA
466	4825	psi-mi:MI:0407(direct interaction)	FALSE	psi-mi:MI:0402(chromatin immunoprecipitation assay)	22955619	9606	9606	ATF1	entrezGeneID	NKX6-1	entrezGeneID	NA	NA	NA	NA	NA	gerstein.2012	NA
466	4842	psi-mi:MI:0407(direct interaction)	FALSE	psi-mi:MI:0402(chromatin immunoprecipitation assay)	22955619	9606	9606	ATF1	entrezGeneID	NOS1	entrezGeneID	NA	NA	NA	NA	NA	gerstein.2012	NA
466	4306	psi-mi:MI:0407(direct interaction)	FALSE	psi-mi:MI:0402(chromatin immunoprecipitation assay)	22955619	9606	9606	ATF1	entrezGeneID	NR3C2	entrezGeneID	NA	NA	NA	NA	NA	gerstein.2012	NA
466	4907	psi-mi:MI:0407(direct interaction)	FALSE	psi-mi:MI:0402(chromatin immunoprecipitation assay)	22955619	9606	9606	ATF1	entrezGeneID	NT5E	entrezGeneID	NA	NA	NA	NA	NA	gerstein.2012	NA
466	4914	psi-mi:MI:0407(direct interaction)	FALSE	psi-mi:MI:0402(chromatin immunoprecipitation assay)	22955619	9606	9606	ATF1	entrezGeneID	NTRK1	entrezGeneID	NA	NA	NA	NA	NA	gerstein.2012	NA
466	4916	psi-mi:MI:0407(direct interaction)	FALSE	psi-mi:MI:0402(chromatin immunoprecipitation assay)	22955619	9606	9606	ATF1	entrezGeneID	NTRK3	entrezGeneID	NA	NA	NA	NA	NA	gerstein.2012	NA
